MA_KHO,ID_KHO_V1,ID_KHO_V2,TEN_KHO,LOAI_HINH_KHO,LEVEL,MA_KHO_CHA,GPS,DIEN_THOAI,DIA_CHI,MA_KHU_VUC,GHI_CHU,MA_TRANG_THAI
804709,16597,10735,Tân Thiện,VHX,3,008046,,,,GEO0005,,WS0002
804750,12910,10736,Bình Tân,VHX,3,008046,,,,GEO0005,,WS0002
804807,13015,10737,Tân An,VHX,3,008046,,,,GEO0005,,WS0002
804823,,10738,BC VP Tổ TTBH LaGi,VP,3,008046,,,,GEO0005,,WS0002
804870,13016,10739,Tân Hải,GD3,3,008046,,,,GEO0005,,WS0002
804890,14601,10740,Tân Phước,VHX,3,008046,,,,GEO0005,,WS0002
804910,8968,10741,Tân Tiến,VHX,3,008046,,,,GEO0005,,WS0002
810000,13018,10749,Biên Hòa,GD1,3,008100,,,,GEO0005,,WS0002
810001,14602,,CTV.Biên Hòa - Lê Thị Quý,,3,008100,,,,GEO0005,,WS0001
810002,14603,,TTGD Biên Hòa - Mai Trương Huyền Trang,,3,008100,,,,GEO0005,,WS0001
810003,8971,,CTV.Biên Hòa - Huỳnh Tuấn Mỹ,,3,008100,,,,GEO0005,,WS0001
810004,14604,,TTGD Biên Hòa - Tiêu Đình Đăng Vương,,3,008100,,,,GEO0005,,WS0001
810005,7942,,TTGD Biên Hòa- Ngô Thị Thắm,,3,008100,,,,GEO0005,,WS0001
810006,7892,,TTGD Biên Hòa- Nguyễn Thị Hồng Phượng,,3,008100,,,,GEO0005,,WS0001
810007,7893,,TTGD Biên Hòa-A,,3,008100,,,,GEO0005,,WS0001
810008,7943,,TTGD Biên Hòa- Trần Thị Tươi,,3,008100,,,,GEO0005,,WS0001
810009,12091,,TTGD Biên Hòa-Trần Thị Cúc,,3,008100,,,,GEO0005,,WS0001
810010,20013,,CTV.Biên Hòa - Trần Thanh Chi,,3,008100,,,,GEO0005,,WS0001
810011,7944,,TTGD Biên Hòa- Phòng KHKD,,3,008100,,,,GEO0005,,WS0001
810012,16317,,CTV.Biên Hòa - Điêu Văn Hoàng,,3,008100,,,,GEO0005,,WS0001
810013,16318,,CTV.Biên Hòa - Nguyễn Thị Thúy,,3,008100,,,,GEO0005,,WS0001
810014,11964,,CTV.Biên Hòa - Đỗ Thị Hường,,3,008100,,,,GEO0005,,WS0001
810015,11965,,CTV.Biên Hòa - Nguyễn Thụy Thu Hiền,,3,008100,,,,GEO0005,,WS0001
810016,16319,,CTV.Biên Hòa - Võ Văn Hoàng,,3,008100,,,,GEO0005,,WS0001
810017,20223,,CTV.Biên Hòa - Đỗ Thị Kim Hóa,,3,008100,,,,GEO0005,,WS0001
810018,12635,,CTV.Biên Hòa - Nguyễn Thị Thùy Dương,,3,008100,,,,GEO0005,,WS0001
810019,16819,,CTV.Biên Hòa - Nguyễn Hào Hiệp,,3,008100,,,,GEO0005,,WS0001
810020,13544,,CTV.Biên Hòa - Nguyễn Thị Dinh,,3,008100,,,,GEO0005,,WS0001
810021,19321,,TTGD Biên Hòa- Phòng KTNV,,3,008100,,,,GEO0005,,WS0001
810022,12514,,Trương Thị Loan,,3,008100,,,,GEO0005,,WS0001
810023,12636,,Lê Thị Hoa,,3,008100,,,,GEO0005,,WS0001
810031,19322,,Tổ P.TCHC - BĐ Biên Hòa,,3,008100,,,,GEO0005,,WS0001
810041,11918,,TTGD Biên Hòa- Phòng TKTCKT,,3,008100,,,,GEO0005,,WS0001
810051,19323,,TTGD Biên Hòa- Trung tâm KTVC,,3,008100,,,,GEO0005,,WS0001
810101,16875,,CTV.BĐT - Trần Thị Thúy Huyền,,3,000081.HA,,,,GEO0005,,WS0001
810102,15578,,CTV.BĐT - Bùi Thị Hiên,,3,000081.HA,,,,GEO0005,,WS0001
810103,10732,,KHKD-Đặng Hồng Phi,,3,000081.HA,,,,GEO0005,,WS0001
810104,19989,,KHKD-Nguyễn Thị Bích Hằng,,3,000081.HA,,,,GEO0005,,WS0001
810105,16876,,KHKD-Hà Thị Nguyệt,,3,000081.HA,,,,GEO0005,,WS0001
810106,10733,,KHKD-Nguyễn Thị Huyền,,3,000081.HA,,,,GEO0005,,WS0001
810107,19990,,KHKD-Nguyễn Thị Thu Thúy,,3,000081.HA,,,,GEO0005,,WS0001
810108,10600,,KHKD-Huỳnh Thị Ngọc Minh,,3,000081.HA,,,,GEO0005,,WS0001
810109,10734,,KHKD-Trịnh Thị Én,,3,000081.HA,,,,GEO0005,,WS0001
810110,12080,,KHKD-Huỳnh Thị Phương,,3,000081.HA,,,,GEO0005,,WS0001
810111,15617,,KHKD-Đoàn Huỳnh Loan,,3,000081.HA,,,,GEO0005,,WS0001
810112,10971,,KHKD-Huỳnh Thị Ngọc Hà,,3,000081.HA,,,,GEO0005,,WS0001
810113,16972,,KHKD-Phạm Thị Thu Hương,,3,000081.HA,,,,GEO0005,,WS0001
810114,10813,,KHKD-Trần Thị Hồng Ngọc,,3,000081.HA,,,,GEO0005,,WS0001
810115,10972,,CTV.BĐT - Đặng Thị Minh Thảo,,3,000081.HA,,,,GEO0005,,WS0001
810116,10973,,KHKD-Võ Thị Anh,,3,000081.HA,,,,GEO0005,,WS0001
810117,10814,,KHKD-Phan Thị Mỹ Công,,3,000081.HA,,,,GEO0005,,WS0001
810118,10974,,KHKD-Nguyễn Thị Thu Hà,,3,000081.HA,,,,GEO0005,,WS0001
810119,10815,,KHKD-Huỳnh Thị Hồng,,3,000081.HA,,,,GEO0005,,WS0001
810120,20000,,KHKD-Lê Thị Ánh,,3,000081.HA,,,,GEO0005,,WS0001
810121,20001,,KHKD-Nguyễn Thị Oanh,,3,000081.HA,,,,GEO0005,,WS0001
810122,16973,,KHKD-Đỗ Thị Thảo Nguyên,,3,000081.HA,,,,GEO0005,,WS0001
810123,15731,,KHKD-Phạm Hồng Cúc,,3,000081.HA,,,,GEO0005,,WS0001
810124,12092,,KHKD-Nguyễn Thị Khẩn,,3,000081.HA,,,,GEO0005,,WS0001
810125,16974,,KHKD-Nguyễn Thị Thành,,3,000081.HA,,,,GEO0005,,WS0001
810126,20002,,KHKD-Lâm Thị Thảo,,3,000081.HA,,,,GEO0005,,WS0001
810127,12093,,KHKD-Trần Thị Loan,,3,000081.HA,,,,GEO0005,,WS0001
810128,16975,,KHKD-Nhữ Thị Nhung,,3,000081.HA,,,,GEO0005,,WS0001
810129,12094,,KHKD-Bạch Thị Thu Hằng,,3,000081.HA,,,,GEO0005,,WS0001
810130,15732,,KHKD-Nguyễn Thị Hạnh,,3,000081.HA,,,,GEO0005,,WS0001
810131,15733,,KHKD-Huỳnh Thị Kim Kiên,,3,000081.HA,,,,GEO0005,,WS0001
810132,17386,,KHKD-Huỳnh Mai Uyên Chi,,3,000081.HA,,,,GEO0005,,WS0001
810133,20003,,KHKD-TSằn Bích Thầu,,3,000081.HA,,,,GEO0005,,WS0001
810134,15596,,KHKD-Huỳnh Thị Thúy Oanh,,3,000081.HA,,,,GEO0005,,WS0001
810135,15597,,KHKD-Nguyễn Thụy Hồng Quyên,,3,000081.HA,,,,GEO0005,,WS0001
810136,15734,,KHKD-Nguyễn Thị Thanh Thúy,,3,000081.HA,,,,GEO0005,,WS0001
810137,16976,,KHKD-Nguyễn Thị Thành,,3,000081.HA,,,,GEO0005,,WS0001
810138,15598,,KHKD-Huỳnh Thị Phượng,,3,000081.HA,,,,GEO0005,,WS0001
810139,15699,,KHKD-Huỳnh Ngọc Thủy,,3,000081.HA,,,,GEO0005,,WS0001
810140,17387,,CTV.BĐT - Trần Thị Tươi,,3,000081.HA,,,,GEO0005,,WS0001
810900,,10750,Hệ 1 Đồng Nai,GD3,3,008100,,,,GEO0005,,WS0002
811059,,13760,BCP Long Đức,GD3,3,008166,,,,GEO0005,,WS0002
811080,12139,10751,Quyết Thắng,GD3,3,008100,,,,GEO0005,,WS0002
811254,,10745,VP BDT Sai,,3,000081.HA,,,,GEO0005,,WS0001
811430,12140,10752,Tam Hiệp,GD3,3,008100,,,,GEO0005,,WS0002
811810,17977,10753,Tân Hiệp,GD3,3,008100,,,,GEO0005,,WS0002
811820,14605,10754,Hố Nai,GD3,3,008100,,,,GEO0005,,WS0002
811880,13019,10755,Tân Tiến,GD3,3,008100,,,,GEO0005,,WS0002
811980,13020,10756,Trảng Dài,GD3,3,008100,,,,GEO0005,,WS0002
812200,13021,10757,Quang Vinh,GD3,3,008100,,,,GEO0005,,WS0002
812253,,10758,VP BĐTP Biên Hòa,VP,3,008100,,,,GEO0005,,WS0002
812254,,10746,VP BĐT Đồng Nai,VP,3,000081.HA,,,,GEO0005,,WS0002
812260,7894,10759,KHL Biên Hòa,GD3,3,008100,,,,GEO0005,,WS0002
812270,,18287,TMĐT Biên Hòa,GD3,3,008100,,,,GEO0005,,WS0002
812440,,10760,Bửu Long,GD3,3,008100,,,,GEO0005,,WS0002
812441,,13761,BCP Phước Tân,GD3,3,008166,,,,GEO0005,,WS0002
812602,,13759,Logistics Biên Hòa,GD3,3,008112,,,,GEO0005,,WS0002
812610,12141,10761,Chợ Đồn,GD3,3,008100,,,,GEO0005,,WS0002
812660,8972,10762,Tân Vạn,GD3,3,008100,,,,GEO0005,,WS0002
812670,13220,10763,Tân Hạnh,VHX,3,008100,,,,GEO0005,,WS0002
812685,17835,10764,Hiệp Hòa,VHX,3,008100,,,,GEO0005,,WS0002
812690,12142,10765,Khu Công Nghiệp Biên Hòa,GD3,3,008100,,,,GEO0005,,WS0002
812760,19324,10766,Long Bình Tân,GD3,3,008100,,,,GEO0005,,WS0002
812821,,19149,Long Hưng,VHX,3,008100,,,,GEO0005,,WS0002
812930,19325,,BC AMATA,,3,008100,,,,GEO0005,,WS0001
812940,,10767,Long Bình,GD3,3,008100,,,,GEO0005,,WS0002
812950,12948,10768,HCC Biên Hòa,GD3,3,008100,,,,GEO0005,,WS0002
812970,13784,10769,Hóa An,GD3,3,008100,,,,GEO0005,,WS0002
813200,13500,10776,TX Long Khánh,GD2,3,008132,,,,GEO0005,,WS0002
813201,8973,,CTV.Long Khánh - Đinh Thị Vân,,3,008132,,,,GEO0005,,WS0002
813202,14613,,CTV.Xuân Lộc - Nguyễn Văn Dũng,,3,008139,,,,GEO0005,,WS0002
813203,14802,,CTV.Cẩm Mỹ - Đinh Thị Mai Anh,,3,008161,,,,GEO0005,,WS0002
813204,13031,,BĐKV Long Khánh- Nguyễn Ngọc Trần Hương,,3,008161,,,,GEO0005,,WS0001
813205,19327,,BĐKV Long Khánh- BĐ TX.Long Khánh,,3,008132,,,,GEO0005,,WS0001
813206,13522,,BĐKV Long Khánh- BĐH Cẩm Mỹ,,3,008161,,,,GEO0005,,WS0001
813207,14611,,BĐKV Long Khánh- BĐH Xuân Lộc,,3,008139,,,,GEO0005,,WS0001
813208,14612,,CTV.Xuân Lộc - Cao Thị Mỹ Thanh,,3,008139,,,,GEO0005,,WS0002
813209,13502,,CTV.Long Khánh - Nguyễn Thị Phương Lan,,3,008132,,,,GEO0005,,WS0002
813210,13503,,CTV.Long Khánh - Phù Sau Kín,,3,008132,,,,GEO0005,,WS0002
813211,17526,,CTV.Long Khánh - Lê Thị Thảo,,3,008132,,,,GEO0005,,WS0002
813212,17741,,CTV.Long Khánh - Bùi Thị Bích Hà,,3,008132,,,,GEO0005,,WS0002
813356,,10777,VP BĐH Long Khánh,VP,3,008132,,,,GEO0005,,WS0002
813470,,10778,Phú Bình,VHX,3,008132,,,,GEO0005,,WS0002
813486,28043,10779,Bàu Trâm,VHX,3,008132,,,,GEO0005,,WS0002
813490,19329,10780,Hàng Gòn,VHX,3,008132,,,,GEO0005,,WS0002
813500,13504,10781,Xuân Lập,VHX,3,008132,,,,GEO0005,,WS0002
813510,,10782,Bàu Sen,VHX,3,008132,,,,GEO0005,,WS0002
813530,12145,10783,Bình Lộc,VHX,3,008132,,,,GEO0005,,WS0002
813540,13505,10784,Bảo Vinh,VHX,3,008132,,,,GEO0005,,WS0002
813560,8974,10785,Bưu Cục Xuân Tân,GD3,3,008132,,,,GEO0005,,WS0002
813570,20131,10786,Bảo Quang,VHX,3,008132,,,,GEO0005,,WS0002
813700,19331,10789,Thống Nhất,GD2,3,008137,,,,GEO0005,,WS0002
813701,19991,,CTV.Thống Nhất - Trần Thị Thanh Xuân,,3,008137,,,,GEO0005,,WS0002
813702,10601,,CTV.Thống Nhất - Phan Thị Lãnh,,3,008137,,,,GEO0005,,WS0002
813703,15706,,CTV.Thống Nhất - Lăng Thị Hoàng Trang,,3,008137,,,,GEO0005,,WS0002
813704,20567,,CTV.Thống Nhất - Võ Thị Kim Mai,,3,008137,,,,GEO0005,,WS0002
813705,20568,,CTV.Thống Nhất - Mai Thiên Vương Duyên,,3,008137,,,,GEO0005,,WS0002
813706,20569,,CTV.Thống Nhất - Phạm Thị Hà,,3,008137,,,,GEO0005,,WS0002
813707,20570,,CTV.Thống Nhất - Hồ Thị Thu Nga,,3,008137,,,,GEO0005,,WS0002
813714,,10790,VP BĐH Thống Nhất,VP,3,008137,,,,GEO0005,,WS0002
813721,10830,10791,Quang Trung,VHX,3,008137,,,,GEO0005,,WS0002
813722,13507,10792,Quang Trung 1,VHX,3,008137,,,,GEO0005,,WS0002
813740,13508,10793,Gia Kiệm,GD3,3,008137,,,,GEO0005,,WS0002
813780,19332,10794,Dốc Mơ,VHX,3,008137,,,,GEO0005,,WS0002
813790,13509,10795,Hưng Lộc,VHX,3,008137,,,,GEO0005,,WS0002
813800,,10796,BCP Gia Kiệm,GD2,3,008137,,,,GEO0005,,WS0002
813810,8975,10797,Lộ̣ 25,VHX,3,008137,,,,GEO0005,,WS0002
813830,20012,10798,̃ Xuân Thiện,VHX,3,008137,,,,GEO0005,,WS0002
813840,8976,10799,Xuân Thạnh,VHX,3,008137,,,,GEO0005,,WS0002
813900,12146,10802,Xuân Lộc,GD2,3,008139,,,,GEO0005,,WS0002
813901,12081,,CTV.Xuân Lộc - Nguyễn Thị Hoán,,3,008139,,,,GEO0005,,WS0001
813902,16877,,CTV.Xuân Lộc - Nguyễn Thị Hồng Diễm,,3,008139,,,,GEO0005,,WS0002
813920,13510,10803,Xuân Tâm,GD3,3,008139,,,,GEO0005,,WS0002
813940,7895,10804,Xuân Hưng,GD3,3,008139,,,,GEO0005,,WS0002
813960,7896,10805,Xuân Hòa,VHX,3,008139,,,,GEO0005,,WS0002
813970,13501,10806,Xuân Trường 2,GD3,3,008139,,,,GEO0005,,WS0002
813990,13022,10807,Xuân Thành,VHX,3,008139,,,,GEO0005,,WS0002
814008,13023,10808,Suối Cao,VHX,3,008139,,,,GEO0005,,WS0002
814010,19328,10809,Suối Cát,VHX,3,008139,,,,GEO0005,,WS0002
814020,8977,10810,Xuân Thọ,VHX,3,008139,,,,GEO0005,,WS0002
814040,19333,10811,Xuân Bắc,GD3,3,008139,,,,GEO0005,,WS0002
814077,13511,10812,Xuân Phú,VHX,3,008139,,,,GEO0005,,WS0002
814080,19346,10813,Bảo Hòa,GD3,3,008139,,,,GEO0005,,WS0002
814081,7897,,BC Bảo Hòa,,3,008139,,,,GEO0005,,WS0002
814096,7898,10814,Xuân Định,VHX,3,008139,,,,GEO0005,,WS0002
814100,14610,10815,Lang Minh,VHX,3,008139,,,,GEO0005,,WS0002
814121,,10816,VP BĐH Xuân Lộc,VP,3,008139,,,,GEO0005,,WS0002
814200,13024,10819,Định Quán,GD2,3,008142,,,,GEO0005,,WS0002
814201,13025,,CTV.Định Quán - Phạm Minh Phương,,3,008142,,,,GEO0005,,WS0002
814202,14614,,CTV.Định Quán - Lê Thị Trúc Mai,,3,008142,,,,GEO0005,,WS0002
814203,14615,,CTV.Định Quán - Mai Thị Hường,,3,008142,,,,GEO0005,,WS0002
814204,8978,,CTV.Định Quán - Châu Thị Kiều,,3,008142,,,,GEO0005,,WS0002
814205,7945,,CTV.Định Quán - Cao Thị Liễu,,3,008142,,,,GEO0005,,WS0002
814207,13512,,CTV.Định Quán - Phạm Thị Nghĩa,,3,008142,,,,GEO0005,,WS0001
814208,7899,,CTV.Định Quán - Lê Thị Sim,,3,008142,,,,GEO0005,,WS0002
814209,7900,,CTV.Định Quán - Trần Thị Tuyết Mai,,3,008142,,,,GEO0005,,WS0002
814210,8979,,CTV.Định Quán - Trương Thị Ngọc Mới,,3,008142,,,,GEO0005,,WS0002
814211,13029,,BĐH Định Quán - Đặng Thị Diễm My,,3,008146,,,,GEO0005,,WS0001
814212,8984,,BĐH Định Quán - Đặng Thị Hoa,,3,008146,,,,GEO0005,,WS0001
814213,19334,,CTV.Tân Phú - Võ Thị Hường,,3,008146,,,,GEO0005,,WS0002
814214,13520,,BĐH Tân Phú - Đinh Thị Mỹ Linh,,3,008146,,,,GEO0005,,WS0001
814215,12149,,CTV.Tân Phú - Võ Thị Thu Nguyệt,,3,008146,,,,GEO0005,,WS0002
814216,8983,,BĐH Tân Phú - Nguyễn Minh Đức,,3,008146,,,,GEO0005,,WS0001
814217,12150,,CTV.Tân Phú - Nguyễn Thị Thu Hương,,3,008146,,,,GEO0005,,WS0002
814218,13513,10820,VP BĐH Định Quán,VP,3,008142,,,,GEO0005,,WS0002
814219,7901,,BĐKV Định Quán- BĐH Tân Phú,,3,008146,,,,GEO0005,,WS0001
814230,19335,10821,Phú Lợi,VHX,3,008142,,,,GEO0005,,WS0002
814256,,10822,Phú Hòa,VHX,3,008142,,,,GEO0005,,WS0002
814260,13026,10823,Phú Vinh,VHX,3,008142,,,,GEO0005,,WS0002
814280,13514,10824,Phú Tân,VHX,3,008142,,,,GEO0005,,WS0002
814300,17931,10825,Ngọc Định,VHX,3,008142,,,,GEO0005,,WS0002
814320,14616,10826,Thanh Sơn,VHX,3,008142,,,,GEO0005,,WS0002
814340,17628,10827,Phú Ngọc,VHX,3,008142,,,,GEO0005,,WS0002
814360,8980,10828,Gia Canh,VHX,3,008142,,,,GEO0005,,WS0002
814390,12147,10829,La Ngà,GD3,3,008142,,,,GEO0005,,WS0002
814410,13027,10830,Phú Túc,GD3,3,008142,,,,GEO0005,,WS0002
814449,,10831,Phú Túc,VHX,3,008142,,,,GEO0005,,WS0002
814450,14617,10832,Suối Nho,VHX,3,008142,,,,GEO0005,,WS0002
814470,14618,10833,Phú Cường,GD3,3,008142,,,,GEO0005,,WS0002
814600,8981,10836,Tân Phú,GD2,3,008146,,,,GEO0005,,WS0002
814621,,10837,VP BĐH Tân Phú,VP,3,008146,,,,GEO0005,,WS0002
814659,13838,10838,Thanh Sơn,VHX,3,008146,,,,GEO0005,,WS0002
814680,12148,10839,Phú Sơn,VHX,3,008146,,,,GEO0005,,WS0002
814690,13515,10840,Phú An,VHX,3,008146,,,,GEO0005,,WS0002
814710,8982,10841,Nam Cát Tiên,VHX,3,008146,,,,GEO0005,,WS0002
814730,19336,10842,Phú Lộc,VHX,3,008146,,,,GEO0005,,WS0002
814750,13516,10843,Núi Tượng,VHX,3,008146,,,,GEO0005,,WS0002
814770,19337,10844,Phú Thịnh,VHX,3,008146,,,,GEO0005,,WS0002
814790,13517,10845,Phú Lập,GD3,3,008146,,,,GEO0005,,WS0002
814810,13518,10846,Tà Lài,VHX,3,008146,,,,GEO0005,,WS0002
814830,19338,10847,Phú Lâm,GD3,3,008146,,,,GEO0005,,WS0002
814850,13519,10848,Phú Bình,GD3,3,008146,,,,GEO0005,,WS0002
814870,19339,10849,Phú Thanh,VHX,3,008146,,,,GEO0005,,WS0002
814898,17171,10850,Trà Cổ,VHX,3,008146,,,,GEO0005,,WS0002
814900,13028,10851,Phú Điền,VHX,3,008146,,,,GEO0005,,WS0002
814910,18038,10852,Đắc Lua,VHX,3,008146,,,,GEO0005,,WS0002
814930,12821,10853,Phú Trung,VHX,3,008146,,,,GEO0005,,WS0002
815000,12151,10856,Vĩnh Cửu,GD2,3,008150,,,,GEO0005,,WS0002
815001,10803,,CTV.Vĩnh Cửu - Trần Thị Sen,,3,008150,,,,GEO0005,,WS0002
815002,19995,,CTV.Vĩnh Cửu - Mai Thị Thúy Hằng,,3,008150,,,,GEO0005,,WS0002
815003,10607,,CTV.Vĩnh Cửu - Phan Thị Hải Lý,,3,008150,,,,GEO0005,,WS0002
815004,15625,,CTV.Vĩnh Cửu - Đặng Bá Miêng,,3,008150,,,,GEO0005,,WS0002
815014,,10857,BCP Thạnh Phú,GD3,3,008150,,,,GEO0005,,WS0002
815015,,10858,VP BĐH Vĩnh Cửu,VP,3,008150,,,,GEO0005,,WS0002
815020,,10859,Phú Lý,VHX,3,008150,,,,GEO0005,,WS0002
815043,8985,10860,Trị An,VHX,3,008150,,,,GEO0005,,WS0002
815050,10989,10861,Tân An,VHX,3,008150,,,,GEO0005,,WS0002
815070,7946,10862,Vĩnh Tân,GD3,3,008150,,,,GEO0005,,WS0002
815090,12102,10863,Thiện Tân,VHX,3,008150,,,,GEO0005,,WS0002
815110,16676,10864,Thạnh Phú,GD3,3,008150,,,,GEO0005,,WS0002
815140,17675,10865,Bình Lợi,VHX,3,008150,,,,GEO0005,,WS0002
815150,16675,10866,Tân Bình,VHX,3,008150,,,,GEO0005,,WS0002
815160,20269,10867,Bình Hoà,VHX,3,008150,,,,GEO0005,,WS0002
815170,14800,10868,Mã Đà,VHX,3,008150,,,,GEO0005,,WS0002
815171,,10869,Bờ Hào,VHX,3,008150,,,,GEO0005,,WS0002
815190,8986,10870,Hiếu Liêm,VHX,3,008150,,,,GEO0005,,WS0002
815300,9051,10873,Long Thành,GD2,3,008153,,,,GEO0005,,WS0002
815301,7953,,CTV.Nhơn Trạch - Nguyễn Thanh Bằng,,3,008158,,,,GEO0005,,WS0001
815302,19341,,BĐKV Long Thành- BĐH Nhơn Trạch,,3,008158,,,,GEO0005,,WS0001
815303,7909,,BĐKV Long Thành- BĐH Long Thành,,3,008153,,,,GEO0005,,WS0001
815304,16878,,CTV.Long Thành - Huỳnh Thị Đông Xuân,,3,008153,,,,GEO0005,,WS0002
815305,15579,,CTV.Long Thành - Lâm Thị Hà,,3,008153,,,,GEO0005,,WS0002
815306,15587,,BĐH Long Khánh-Trịnh Thị Lân,,3,008139,,,,GEO0005,,WS0001
815307,10806,,BĐH Long Khánh-Trương Thị Y,,3,008139,,,,GEO0005,,WS0001
815308,15580,,CTV.Long Thành - Nguyễn Thị Thanh Thủy,,3,008153,,,,GEO0005,,WS0002
815309,17399,,CTV.Long Thành - Huỳnh Thị Hồng Hạnh,,3,008153,,,,GEO0005,,WS0002
815310,17398,,BĐH Long Thành-Nguyễn Thị Lan Anh,,3,008153,,,,GEO0005,,WS0001
815324,,10874,KHL Long Thành,GD3,3,008153,,,,GEO0005,,WS0002
815337,,10875,VP BĐH Long Thành,VP,3,008153,,,,GEO0005,,WS0002
815340,17586,10876,Long An,VHX,3,008153,,,,GEO0005,,WS0002
815360,11362,10877,Suối Trầu,VHX,3,008153,,,,GEO0005,,WS0002
815370,16215,10878,Cẩm Đường,VHX,3,008153,,,,GEO0005,,WS0002
815380,11997,10879,Bình Sơn,VHX,3,008153,,,,GEO0005,,WS0002
815400,13228,10880,Bình An,VHX,3,008153,,,,GEO0005,,WS0002
815401,17766,,VHX Đồng Nai,,3,000081_Vi21,,,,GEO0005,,WS0001
815410,11996,10881,Lộc An,VHX,3,008153,,,,GEO0005,,WS0002
815420,20155,10882,Long Đức,VHX,3,008153,,,,GEO0005,,WS0002
815430,13227,10883,An Phước,VHX,3,008153,,,,GEO0005,,WS0002
815460,13443,10770,Tam Phước,GD3,3,008100,,,,GEO0005,,WS0002
815470,17321,10771,Long Đức,GD3,3,008100,,,,GEO0005,,WS0002
815510,7905,10884,Tam An,VHX,3,008153,,,,GEO0005,,WS0002
815530,14606,10772,Phước Tân,GD3,3,008100,,,,GEO0005,,WS0002
815570,14607,10773,An Hòa,GD3,3,008100,,,,GEO0005,,WS0002
815580,,10885,BCP Long Thành,GD3,3,008153,,,,GEO0005,,WS0002
815590,11361,10886,Long Phước,VHX,3,008153,,,,GEO0005,,WS0002
815606,,13762,BCP Tam Phước,GD3,3,008166,,,,GEO0005,,WS0002
815607,,10887,BCP Phước Thái,GD3,3,008153,,,,GEO0005,,WS0001
815610,20154,10888,Bàu Cạn,VHX,3,008153,,,,GEO0005,,WS0002
815630,16164,10889,Tân Hiệp,VHX,3,008153,,,,GEO0005,,WS0002
815650,7908,10890,Phước Thái,GD3,3,008153,,,,GEO0005,,WS0002
815680,19340,10891,Phước Bình,VHX,3,008153,,,,GEO0005,,WS0002
815800,7956,10894,Nhơn Trạch,GD2,3,008158,,,,GEO0005,,WS0002
815801,7983,,CTV.Nhơn Trạch - Đoàn Ngọc Loan,,3,008158,,,,GEO0005,,WS0002
815802,15618,,CTV.Nhơn Trạch - Hồ Sỹ Lương,,3,008158,,,,GEO0005,,WS0001
815803,19992,,CTV.Nhơn Trạch - Diệp Thái Châu,,3,008158,,,,GEO0005,,WS0002
815804,15624,,CTV.Nhơn Trạch - Đinh Bảo Cường,,3,008158,,,,GEO0005,,WS0002
815805,16967,,CTV.Nhơn Trạch - Bùi Thị Khánh Trang,,3,008158,,,,GEO0005,,WS0002
815806,15581,,CTV.Nhơn Trạch - Nguyễn Thị Hồng Hạnh,,3,008158,,,,GEO0005,,WS0002
815807,16970,,BĐH Nhơn Trạch-Hồ Kim Phụng,,3,008158,,,,GEO0005,,WS0001
815808,15585,,CTV.Nhơn Trạch - Bùi Thị Hoàng Yến,,3,008158,,,,GEO0005,,WS0002
815809,15586,,CTV.Nhơn Trạch - Nguyễn Thị Liên,,3,008158,,,,GEO0005,,WS0002
815810,7947,10895,Phước Thiền,GD3,3,008158,,,,GEO0005,,WS0002
815839,,10896,VP BĐH Nhơn Trạch,VP,3,008158,,,,GEO0005,,WS0002
815850,12152,10897,Long Tân,VHX,3,008158,,,,GEO0005,,WS0002
815860,9052,10898,Đại Phước,GD3,3,008158,,,,GEO0005,,WS0002
815880,17432,10899,Phú Đông,VHX,3,008158,,,,GEO0005,,WS0002
815900,13230,10900,Phú Thạnh,VHX,3,008158,,,,GEO0005,,WS0002
815920,14801,10901,Khu Công Nghiệp,GD3,3,008158,,,,GEO0005,,WS0002
815921,17433,10902,Hiệp Phước,VHX,3,008158,,,,GEO0005,,WS0002
815954,,10903,KHL Nhơn Trạch,GD3,3,008158,,,,GEO0005,,WS0002
815956,,10904,BCP KCN Nhơn Trạch,GD3,3,008158,,,,GEO0005,,WS0002
815960,12703,10905,Long Thọ,VHX,3,008158,,,,GEO0005,,WS0002
815980,,10906,Vĩnh Thanh,VHX,3,008158,,,,GEO0005,,WS0002
816010,13229,10907,Phước Khánh,VHX,3,008158,,,,GEO0005,,WS0002
816020,7902,,VHX Phú Lý,,3,008150,,,,GEO0005,,WS0002
816030,11998,10908,Phú Hữu,VHX,3,008158,,,,GEO0005,,WS0002
816100,9053,10911,Cẩm Mỹ,GD2,3,008161,,,,GEO0005,,WS0002
816101,12155,10912,Xuân Bảo,VHX,3,008161,,,,GEO0005,,WS0002
816102,11303,,CTV.Cẩm Mỹ - Cao Thị Bạch Tuyết,,3,008161,,,,GEO0005,,WS0002
816110,19330,10913,Bảo Bình,GD3,3,008161,,,,GEO0005,,WS0002
816130,13032,10914,Sông Ray,GD3,3,008161,,,,GEO0005,,WS0002
816147,14609,10915,Xuân Đông,VHX,3,008161,,,,GEO0005,,WS0002
816150,9054,10916,Xuân Tây,VHX,3,008161,,,,GEO0005,,WS0002
816190,19345,10917,Lâm San,VHX,3,008161,,,,GEO0005,,WS0002
816210,12156,10918,Xuân Quế,VHX,3,008161,,,,GEO0005,,WS0002
816233,12157,10919,Sông Nhạn,VHX,3,008161,,,,GEO0005,,WS0002
816248,,18606,Xuân Đường,VHX,3,008161,,,,GEO0005,,WS0002
816259,12144,10920,Thừa Đức,VHX,3,008161,,,,GEO0005,,WS0002
